,speed,dist,rssi_strongest,Throughput tcp
7134,15.486650510387971,46,-90.0,2190540.0
7135,12.552737500804357,3,-94.0,1463820.0
7136,14.12396494650139,18,-76.0,6320.0
7137,12.465189864021326,24,-108.0,1554280.0
7138,14.12332332703957,31,-100.0,6320.0
7139,14.30557038558407,31,-110.0,1358480.0
7140,12.910032791162848,33,-110.0,6320.0
7141,13.497885009793201,24,-85.0,1386010.0
7142,13.730256369860689,26,-82.0,6320.0
7143,12.72839025800592,26,-84.0,2246970.0
7144,12.42750652953359,22,-100.0,6320.0
7145,13.710574048521819,21,-91.0,1321640.0
7146,14.084741549478286,42,-91.0,6312.0
7147,12.54699079642605,11,-105.0,685056.0
7148,12.426994563952299,36,-74.0,6312.0
7149,14.88349147915233,19,-108.0,859040.0
7150,12.821453502629879,2,-67.0,6320.0
7151,13.109048684893196,24,-107.0,1877800.0
7152,14.596100021430383,3,-88.0,6320.0
7153,15.216906646966722,36,-105.0,1459030.0
7154,13.061399124783684,12,-95.0,6320.0
7155,15.269216392795014,11,-103.0,2000650.0
7156,14.30017127178902,8,-108.0,6320.0
7157,13.964032088247292,6,-93.0,3663370.0
7158,15.308622933961141,6,-81.0,6320.0
7159,14.219312311275818,28,-100.0,1776480.0
7160,12.89058788457687,13,-109.0,6312.0
7161,13.813105758242786,49,-83.0,569664.0
7162,15.195342072016674,39,-110.0,6320.0
7163,13.463934512203332,7,-100.0,982552.0
7164,13.51626213855369,17,-92.0,6312.0
7165,13.628891523436526,10,-102.0,639328.0
7166,14.96835368958123,23,-75.0,19024.0
7167,15.998491441745376,44,-73.0,2017760.0
7168,15.105920398271005,35,-83.0,4824370.0
7169,13.74909485121115,16,-101.0,1942540.0
7170,15.831292562832639,17,-104.0,1933940.0
7171,14.185477715607606,18,-80.0,1931090.0
7172,14.558439580274392,7,-107.0,2706960.0
7173,12.602051760217462,19,-97.0,2068240.0
7174,15.262136151744945,10,-88.0,1840140.0
7175,14.12396494650139,32,-67.0,876560.0
7176,12.465189864021326,3,-86.0,684040.0
7177,14.12332332703957,1,-103.0,876560.0
7178,14.30557038558407,41,-74.0,488240.0
7179,12.910032791162848,35,-91.0,876560.0
7180,13.497885009793201,15,-86.0,515768.0
7181,13.730256369860689,48,-94.0,876560.0
7182,12.72839025800592,42,-100.0,1376730.0
7183,12.42750652953359,4,-92.0,876560.0
7184,13.710574048521819,15,-70.0,451400.0
7185,14.084741549478286,2,-95.0,691368.0
7186,12.426994563952299,8,-72.0,865352.0
7187,12.821453502629879,47,-68.0,876560.0
7188,13.109048684893196,26,-90.0,1007560.0
7189,14.596100021430383,36,-86.0,876560.0
7190,15.216906646966722,34,-110.0,588792.0
7191,13.061399124783684,39,-85.0,876560.0
7192,15.269216392795014,9,-73.0,1130410.0
7193,14.30017127178902,18,-77.0,876560.0
7194,13.964032088247292,47,-82.0,2793130.0
7195,15.308622933961141,49,-71.0,876560.0
7196,14.219312311275818,44,-83.0,906240.0
7197,12.89058788457687,45,-100.0,575976.0
7198,15.195342072016674,33,-76.0,876560.0
7199,13.463934512203332,49,-105.0,112312.0
7200,13.51626213855369,17,-68.0,645640.0
7201,14.96835368958123,11,-82.0,19024.0
7202,15.998491441745376,5,-94.0,2017770.0
7203,15.105920398271005,39,-110.0,42906300.0
7204,13.74909485121115,10,-67.0,14995200.0
7205,15.831292562832639,46,-110.0,27944800.0
7206,14.185477715607606,39,-106.0,14385200.0
7207,14.558439580274392,25,-93.0,10863000.0
7208,12.602051760217462,27,-71.0,4702130.0
7209,15.262136151744945,25,-95.0,10067300.0
7210,15.486650510387971,25,-104.0,10800100.0
7211,12.552737500804357,30,-86.0,17097400.0
7212,14.12396494650139,11,-90.0,17431800.0
7213,12.465189864021326,17,-67.0,5714760.0
7214,15.496680535727643,2,-76.0,13832000.0
7215,15.927753739372667,43,-101.0,2797410.0
7216,14.12332332703957,7,-76.0,10041200.0
7217,14.30557038558407,25,-70.0,9057010.0
7218,12.910032791162848,2,-91.0,876568.0
7219,13.497885009793201,21,-78.0,12250400.0
7220,13.730256369860689,26,-108.0,876568.0
7221,12.72839025800592,13,-79.0,19688400.0
7222,12.42750652953359,24,-77.0,876568.0
7223,13.710574048521819,45,-93.0,15356400.0
7224,14.084741549478286,33,-68.0,942416.0
7225,12.54699079642605,2,-69.0,4683100.0
7226,12.426994563952299,32,-89.0,876560.0
7227,14.88349147915233,41,-90.0,6758540.0
7228,12.821453502629879,31,-89.0,876568.0
7229,13.109048684893196,9,-69.0,16608100.0
7230,14.596100021430383,48,-104.0,876568.0
7231,15.216906646966722,40,-98.0,12728400.0
7232,13.061399124783684,3,-89.0,6328.0
7233,15.269216392795014,43,-83.0,103488.0
7234,12.397577517099862,27,-66.0,2323780.0
7235,14.966202356309365,7,-103.0,5757700.0
7236,14.30017127178902,39,-92.0,9041090.0
7237,13.964032088247292,43,-85.0,7573600.0
7238,14.392203158988549,28,-72.0,17217800.0
7239,15.308622933961141,13,-85.0,876568.0
